багор,багоръ
штора,штора и стора
штраф,штрафъ
шуметь,шумѣть
щавель,щавель
щебёнка,щебёнка
щебень,щебень
щебетать,щебетать
щегол,щеголъ
щёголь,щёголь
щека,щека
щеколда,щеколда
щекотать,щекотать
щёлкать,щелк<strong>а</strong>ть (напримѣръ
щёлок,щёлокъ
щель,щель
щепетильный,щепетильный
щепка,щепка
щетинистый,щетинистый (похожiй на щетину)
щупальце,щупальце
эвакуация,эвакуацiя
эволюция,эволюція
эвот,<strong>э</strong>вотъ (частица)
эврика,эврика
Эврипид,Эврипидъ
эге,эге (междометiе)
эгида,эгида
эгоизм,эгоизмъ
эдем,эдемъ
эдикт,эдиктъ
Эдип,Эдипъ
Эзоп,Эзопъ
экватор,экваторъ
экзальтация,экзальтацiя
экзамен,экзаменъ
экзамен,экзаменъ
экзаменатор,экзаминаторъ
экзарх,экзархъ
экзекутор,экзекуторъ
экземпляр,экземпляръ
экзерциция,экзерцицiя
экий,экiй
экипаж,экипажъ
экипировка,экипировка
экономия,экономiя
экран,экранъ
экскурсия,экскурсiя
